timestamp,temp_mean,temp_std,temp_rate,vib_rms,vib_peak,vib_kurtosis
2026-07-23 22:55:33,4.013230800628662,0.15539832413196564,0.19384640455245972,0.4326635003089905,0.4934000074863434,2.8159894943237305
2026-07-23 22:55:43,3.975153923034668,0.13063296675682068,-0.19384607672691345,0.43977805972099304,0.48659998178482056,0.9726459980010986
2026-07-23 22:55:53,3.929076910018921,0.11901678889989853,-0.6415383815765381,0.4511873722076416,0.48659998178482056,1.2831425666809082
2026-07-23 22:56:04,3.947538375854492,0.1365399956703186,0.5446153283119202,0.43026790022850037,0.45500001311302185,3.6640987396240234
2026-07-23 22:56:14,4.009461402893066,0.12883208692073822,0.4938461184501648,0.4299333393573761,0.44600000977516174,2.101489305496216
2026-07-23 22:56:24,4.104538440704346,0.08646305650472641,-0.4799998700618744,0.44311976432800293,0.45680001378059387,1.9476265907287598
2026-07-23 22:56:34,4.029538631439209,0.122956283390522,0.055384453386068344,0.4505990147590637,0.4674000144004822,4.369220733642578
2026-07-23 22:56:44,3.981153964996338,0.12329971790313721,-0.8630769848823547,0.4580383598804474,0.4690000116825104,2.4798524379730225
2026-07-23 22:56:54,3.968846082687378,0.11858288198709488,0.46615394949913025,0.4793195426464081,0.5011999607086182,0.9582775831222534
2026-07-23 22:57:04,4.018615245819092,0.11815866827964783,0.3276922106742859,0.47176405787467957,0.5011999607086182,1.4887324571609497
2026-07-23 22:57:14,4.080384731292725,0.07824817299842834,0.3000001609325409,0.4422775208950043,0.48980000615119934,4.360422134399414
2026-07-23 22:57:24,4.040846347808838,0.08623257279396057,-0.1523078829050064,0.43585851788520813,0.46939998865127563,4.104065418243408
2026-07-23 22:57:34,3.9584615230560303,0.11941048502922058,-0.5907692313194275,0.45741012692451477,0.49459999799728394,2.547034740447998
2026-07-23 22:57:44,3.9236154556274414,0.13181224465370178,-0.3923076391220093,0.47175538539886475,0.49459999799728394,3.7615675926208496
2026-07-23 22:57:54,3.8880770206451416,0.12454283237457275,0.16615401208400726,0.494158536195755,0.5410000085830688,2.345280647277832
2026-07-23 22:58:05,3.9756152629852295,0.13861183822155,0.027692390605807304,0.4887363910675049,0.5410000085830688,1.5080701112747192
2026-07-23 22:58:15,4.0316925048828125,0.09927226603031158,-0.04615391045808792,0.45060795545578003,0.5134000182151794,6.346237659454346
2026-07-23 22:58:25,4.014846324920654,0.10241121053695679,-0.9046156406402588,0.4505869150161743,0.487199991941452,1.8118445873260498
2026-07-23 22:58:35,3.917076826095581,0.08386295288801193,-0.18461543321609497,0.45744746923446655,0.487199991941452,2.1213409900665283
2026-07-23 22:58:45,3.9494614601135254,0.1010827049612999,-0.35538437962532043,0.4476543962955475,0.487199991941452,3.417874813079834
2026-07-23 22:58:55,4.008230686187744,0.10293587297201157,0.7523078322410583,0.44592204689979553,0.4740000069141388,1.9177613258361816
2026-07-23 22:59:05,4.039923191070557,0.07645907998085022,0.14769227802753448,0.4612344801425934,0.4820000231266022,3.534534215927124
2026-07-23 22:59:15,4.091538429260254,0.10933125019073486,0.11538461595773697,0.47534987330436707,0.48840001225471497,1.5866026878356934
2026-07-23 22:59:25,4.100461483001709,0.10351856052875519,0.42461496591567993,0.4764508306980133,0.48840001225471497,1.8296335935592651
2026-07-23 22:59:35,4.081230640411377,0.11425892263650894,-0.6738463044166565,0.46519628167152405,0.4798000156879425,2.792036294937134
2026-07-23 22:59:45,4.058538436889648,0.12448856979608536,-0.24923086166381836,0.4612179696559906,0.4798000156879425,2.783541440963745
2026-07-23 22:59:55,3.983076810836792,0.0958063006401062,0.07846168428659439,0.4526141583919525,0.4690000116825104,1.944283366203308
2026-07-23 23:00:05,4.052000045776367,0.10208143293857574,-0.18461553752422333,0.4484904110431671,0.4690000116825104,3.833679676055908
2026-07-23 23:00:16,4.068692207336426,0.09800303727388382,0.2584616243839264,0.45657986402511597,0.47780001163482666,1.4725794792175293
2026-07-23 23:00:26,4.0783843994140625,0.12563562393188477,-0.27692291140556335,0.4578062891960144,0.47780001163482666,1.9014415740966797
2026-07-23 23:00:36,4.012538433074951,0.1292862743139267,-0.5123075246810913,0.44518449902534485,0.47780001163482666,2.674219846725464
2026-07-23 23:00:46,3.9494614601135254,0.09470531344413757,-0.28615400195121765,0.43646860122680664,0.4585999846458435,4.302249908447266
2026-07-23 23:00:56,3.9485385417938232,0.06466376781463623,0.17076939344406128,0.4444757103919983,0.46540001034736633,2.316152572631836
2026-07-23 23:01:06,3.9876153469085693,0.08899962157011032,-0.33692318201065063,0.4456850290298462,0.46540001034736633,1.7044215202331543
2026-07-23 23:01:16,3.951923131942749,0.13364993035793304,0.10615385323762894,0.43022221326828003,0.45559999346733093,3.310109853744507
